observableId	simulationConditionId	measurement	time	noiseParameters	replicateId
cod_plasma_obs	condition1	0.1	0.0	sd1_y_obs	0
cod_plasma_obs	condition1	0.1	0.0	sd1_y_obs	0
cod_plasma_obs	condition1	0.1	0.0	sd1_y_obs	0
cod_plasma_obs	condition1	0.1	0.0	sd1_y_obs	0
cod_plasma_obs	condition1	0.1	0.0	sd1_y_obs	0
cod_plasma_obs	condition1	0.1	0.0	sd1_y_obs	0
cod_plasma_obs	condition1	249.0	0.167	sd1_y_obs	0
cod_plasma_obs	condition1	258.0	0.167	sd1_y_obs	0
cod_plasma_obs	condition1	260.0	0.167	sd1_y_obs	0
cod_plasma_obs	condition1	284.0	0.167	sd1_y_obs	0
cod_plasma_obs	condition1	185.0	0.167	sd1_y_obs	1
cod_plasma_obs	condition1	306.0	0.167	sd1_y_obs	1
cod_plasma_obs	condition1	192.0	0.5	sd1_y_obs	1
cod_plasma_obs	condition1	194.0	0.5	sd1_y_obs	1
cod_plasma_obs	condition1	231.0	0.5	sd1_y_obs	1
cod_plasma_obs	condition1	209.0	0.5	sd1_y_obs	1
cod_plasma_obs	condition1	222.0	0.5	sd1_y_obs	1
cod_plasma_obs	condition1	239.0	0.5	sd1_y_obs	1
cod_plasma_obs	condition1	97.0	1.0	sd1_y_obs	1
cod_plasma_obs	condition1	133.0	1.0	sd1_y_obs	1
cod_plasma_obs	condition1	134.0	1.0	sd1_y_obs	2
cod_plasma_obs	condition1	143.0	1.0	sd1_y_obs	2
cod_plasma_obs	condition1	111.0	1.0	sd1_y_obs	2
cod_plasma_obs	condition1	149.0	1.0	sd1_y_obs	2
cod_plasma_obs	condition1	54.0	1.5	sd1_y_obs	2
cod_plasma_obs	condition1	79.0	1.5	sd1_y_obs	2
cod_plasma_obs	condition1	90.0	1.5	sd1_y_obs	2
cod_plasma_obs	condition1	70.0	1.5	sd1_y_obs	2
cod_plasma_obs	condition1	60.0	1.5	sd1_y_obs	2
cod_plasma_obs	condition1	76.0	1.5	sd1_y_obs	2
cod_plasma_obs	condition1	31.0	2.0	sd1_y_obs	3
cod_plasma_obs	condition1	44.0	2.0	sd1_y_obs	3
cod_plasma_obs	condition1	50.0	2.0	sd1_y_obs	3
cod_plasma_obs	condition1	40.0	2.0	sd1_y_obs	3
cod_plasma_obs	condition1	36.0	2.0	sd1_y_obs	3
cod_plasma_obs	condition1	48.0	2.0	sd1_y_obs	3
cod_plasma_obs	condition1	21.0	2.5	sd1_y_obs	3
cod_plasma_obs	condition1	30.0	2.5	sd1_y_obs	3
cod_plasma_obs	condition1	29.0	2.5	sd1_y_obs	3
cod_plasma_obs	condition1	22.0	2.5	sd1_y_obs	3
cod_plasma_obs	condition1	23.0	2.5	sd1_y_obs	4
cod_plasma_obs	condition1	32.0	2.5	sd1_y_obs	4
cod_plasma_obs	condition1	19.0	3.0	sd1_y_obs	4
cod_plasma_obs	condition1	23.0	3.0	sd1_y_obs	4
cod_plasma_obs	condition1	22.0	3.0	sd1_y_obs	4
cod_plasma_obs	condition1	24.0	3.0	sd1_y_obs	4
cod_plasma_obs	condition1	16.0	3.0	sd1_y_obs	4
cod_plasma_obs	condition1	30.0	3.0	sd1_y_obs	4
cod_plasma_obs	condition1	9.8	4.0	sd1_y_obs	4
cod_plasma_obs	condition1	13.0	4.0	sd1_y_obs	4
cod_plasma_obs	condition1	12.0	4.0	sd1_y_obs	5
cod_plasma_obs	condition1	18.0	4.0	sd1_y_obs	5
cod_plasma_obs	condition1	9.7	4.0	sd1_y_obs	5
cod_plasma_obs	condition1	15.0	4.0	sd1_y_obs	5
cod_plasma_obs	condition1	5.6	6.0	sd1_y_obs	5
cod_plasma_obs	condition1	9.3	6.0	sd1_y_obs	5
cod_plasma_obs	condition1	12.0	6.0	sd1_y_obs	5
cod_plasma_obs	condition1	11.0	6.0	sd1_y_obs	5
cod_plasma_obs	condition1	7.3	6.0	sd1_y_obs	5
cod_plasma_obs	condition1	14.0	6.0	sd1_y_obs	5
